ident;DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;kosten;totale belasting;oeverlengte;% beschoeid;% bebost;% overig ongeschikt;Ganzen beheren;Natuurvriendelijk onderhouden;belastingreductie opmerking;hulpkolom (km);hulpkolom;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
;;;;Beperken fosfaatbelasting in ster en zodden (achterland van Loosdrecht);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;Door te stoppen met bemesten op NNN gronden, geen bemesting (of stoppen met opvullen van plaatsingsruimte) buiten NNN, aankoop  nieuwe NNN. Door te plaggen en overige maatregelen die percelen uit kunnen mijnen.;WB;NL11_5_5;NL11_5_1;;;;Provincie Utrecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en vecht;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;kwart van achterland;;;0.05525;mg/m2/dag;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Beperken fosfaatbelasting in ster en zodden (achterland van Loosdrecht);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;Door te stoppen met bemesten op NNN gronden, geen bemesting (of stoppen met opvullen van plaatsingsruimte) buiten NNN, aankoop  nieuwe NNN. Door te plaggen en overige maatregelen die percelen uit kunnen mijnen.;WB;NL11_5_9;NL11_5_1;;;;Provincie Utrecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en vecht;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;kwart van achterland;;;0.05525;mg/m2/dag;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Beperken fosfaatbelasting in ster en zodden (achterland van Loosdrecht);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;Door te stoppen met bemesten op NNN gronden, geen bemesting (of stoppen met opvullen van plaatsingsruimte) buiten NNN, aankoop  nieuwe NNN. Door te plaggen en overige maatregelen die percelen uit kunnen mijnen.;WB;NL11_5_7;NL11_5_1;;;;Provincie Utrecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en vecht;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;kwart van achterland;;;0.05525;mg/m2/dag;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
434;;;;Meer water vasthouden in het westelijk Drechtgebied rond het veenbos;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;"Mogelijke inrichting in stergebied west/ Drecht om waterstromen tussen dit gebied en Loosdrecht te beïnvloeden; Meer water vasthouden in het Drechtgebied door een deel van de bestaande waterverbindingen af te dammen of te laten verlanden. Ook voor de Loosdrechtse plassen?";;NL11_5_5;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;Natuurmonumenten;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;;mg/m2/dag;;;0;;;;;;;
;;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;;NL11_5_5;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;0;handmatig;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;;NL11_5_6;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;0;handmatig;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;;NL11_5_7;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;0;handmatig;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;;NL11_5_8;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;0;handmatig;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor polder Muyeveld. ;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan. Voor welke waterlichamen willen we deze maatregel nog meer opnemen?;;NL11_5_9;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF6, ESF7;;Recreatie Midden-Nederland, Natuurmonumenten;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;0;handmatig;;;0;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_5;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;GtH20191210;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_5_5;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_6;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;GtH20191210;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_5_6;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_7;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;GtH20191210;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_5_7;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_8;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;GtH20191210;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_5_8;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_5_9;NL11_5_1;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Recreatie Midden-Nederland, Natuurmonumenten;;SGBP3;;0.553;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;Loosdrechtseplassen;2027;GtH20191210;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_5_9;NL11_5_1;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;351.1;14.3;45;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
498;;;;Verwijderen voedselrijke waterbodem Vuntus;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;;;NL11_5_9;NL11_5_1;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1, ESF3;;Waterschap Amstel Gooi en vecht;SGBP3 of gebiedsakkoord;SGBP3;;;351.1;14.3;45;0;ja;nee;;;;;mg/m2/dag;;;0;;;;;;;
;76574;;;Beperken fosfaatbelasting ism polder doorstroomprincipe ;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM12;de defosfateringen;WB;NL11_5_5;NL11_5_1;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;Gemeente Amsterdam;;;;0.553;351.1;14.3;45;0;ja;nee;kwart van achterland;;;0.05525;mg/m2/dag;;;1;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;76574;;;Beperken fosfaatbelasting ism polder doorstroomprincipe ;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM12;de defosfateringen;WB;NL11_5_9;NL11_5_1;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;Gemeente Amsterdam;;;;0.553;351.1;14.3;45;0;ja;nee;kwart van achterland;;;0.05525;mg/m2/dag;;;1;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
;76574;;;Beperken fosfaatbelasting ism polder doorstroomprincipe ;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM12;de defosfateringen;WB;NL11_5_7;NL11_5_1;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;Gemeente Amsterdam;;;;0.553;351.1;14.3;45;0;ja;nee;kwart van achterland;;;0.05525;mg/m2/dag;;;1;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
194;71340;NL11;91075;Beperken juveniele ganzen door eieren rapen;Ganzen beheren;;SGBP1 2009-2015;2009-2015;BE08;Het betreft het rapen van eieren om de graas door ganzen en daarmee de belasting van het milieu in het gebied te beperken.;MW;NL11_5_3;NL11_5_3;1;n;n;Gemeente Amsterdam;Investering per planperiode=5000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF6;uitgevoerd;;;;;;9.5;21.4;25;0;ja;nee;;;;0;1/0;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
240;71337;NL11;91072;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 4;Biomanipulatie vis;;SGBP1 2009-2015;2009-2015;BE01;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;WB;NL11_5_3;NL11_5_3;230;ha;n;Gemeente Amsterdam;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=75000.00;0;0;230;0;0;0;ESF1;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;;9.5;21.4;25;0;ja;nee;ABB heeft geen effect op belasting of P-krit;;;0;1/0;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
241;71338;NL11;91073;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 1;Biomanipulatie vis;;SGBP1 2009-2015;2009-2015;BE01;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).Dit is de voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;WB;NL11_5_3;NL11_5_3;230;ha;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=12000.00;0;0;230;0;0;0;ESF1;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;;9.5;21.4;25;0;ja;nee;ABB heeft geen effect op belasting of P-krit;;;0;1/0;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
242;71339;NL11;91074;Uitvoeren waterbeheermaatregelen Loenderveen-Oost;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;IN14;Het gaat om het aanpassen van de stuw aan de Lambertszkade en het instellen van flexpeil;WB;NL11_5_3;NL11_5_3;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=73000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;Gemeente Amsterdam;;;;;9.5;21.4;25;0;ja;nee;Flexpeil, effect al in balans huidige situatie, niet nog eens meerekenen. Effect niet hoog of zelfs negatief door de langere verblijftijd;;;0;mg/m2/dag;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
243;71299;NL11;90170;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 2;Oeverstructuur verbeteren;;SGBP1 2009-2015;2009-2015;IN13;Het gaat om het aanvullend aanleggen van extra hectares vooroevers om zo een natuurlijke oevervegetatie (riet) tot ontwikkeling te laten komen.De maatregel is een voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd. ;WB;NL11_5_3;NL11_5_3;0.1;ha;j;Gemeente Amsterdam;Investering per planperiode=73100.00|Beheer en Onderhoud per planperiode=0.00;0;0;0.1;0;0;0;ESF4;uitgevoerd;;;;;;9.5;21.4;25;0;ja;nee;;;;0;% van overig ongeschikt;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
244;71333;NL11;91067;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 1;Open landschap herstellen;;SGBP1 2009-2015;2009-2015;BE03;Het gaat om een beheer/herstel van 500 m legakkers door het jaarlijks verwijderen van nieuwe boomopslag, maaien en afvoeren van maaisel. De maatregel vormt één pakket met de andere 3 maatregelen van fase 0 in dit gebied;WB;NL11_5_3;NL11_5_3;0.5;km;n;Gemeente Amsterdam;Investering per planperiode=6825.00|Beheer en Onderhoud per planperiode=0.00;0;0;0.5;0;0;0;ESF4;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;;9.5;21.4;25;0;ja;nee;;;;0;% van bebost;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
245;71334;NL11;91068;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 1;Open landschap herstellen;;SGBP1 2009-2015;2009-2015;BE03;Het gaat om het beheer van 500 meter legakkers door het jaarlijks verwijderen van nieuwe boom- en groenopslag. maaien, e.d.De maatregel is een voortzetting van de maatregel uit de periode 2007-2009;WB;NL11_5_3;NL11_5_3;0.5;km;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0.5;0;0;0;ESF4;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;;9.5;21.4;25;0;ja;nee;;;;0;% van bebost;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
246;71335;NL11;91069;Uitvoeren herstelmaatregelen Loenderveen Oost, fase 0 - effect 2;Oeverstructuur verbeteren;;SGBP1 2009-2015;2009-2015;IN13;Het gaat om de aanleg van vooroevers om zo een natuurlijke oevervegetatie (riet) tot ontwikkeling te laten komenDe maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;WB;NL11_5_3;NL11_5_3;0.3;ha;n;Gemeente Amsterdam;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=600000.00;0;0;0.3;0;0;0;ESF4;uitgevoerd;;;;;;9.5;21.4;25;0;ja;nee;;;;0;% van overig ongeschikt;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
247;71336;NL11;91071;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 3;Areaal nieuw;;SGBP1 2009-2015;2009-2015;IN12;Het gaat om de reconstructie van 10 poelen en 5 slenken/eilanden.De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;WB;NL11_5_3;NL11_5_3;0.1;ha;n;Gemeente Amsterdam;Investering per planperiode=40000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0.1;0;0;0;ESF4;uitgevoerd;;;;;;9.5;21.4;25;0;ja;nee;;;;0;km;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
248;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_5_3;NL11_5_3;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;9.5;21.4;25;0;ja;nee;;;;0;1/0;;;1;Loenderveenoost;2016;LM_20190916;Vecht;;;
249;76535;NL11;AMS-x;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;;SGBP2 2015-2021;2015-2021;BE08;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Terra Nova, Loenderveen-Oost en Waterleidingplas. ;MW;NL11_5_3;NL11_5_3;1;n;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF4;;;;;;;9.5;21.4;25;0;ja;nee;;;;1;1/0;;;1;Loenderveenoost;2021;LM_20190916;Vecht;;;
251;;;;Baggeren van slibdepots;Baggeren;;SGBP3 2021-2027;2021-2027;IM12;Er liggen slibdepots met eutrofe bagger uit de voedselrijke periode van Loederveen.;WB;NL11_5_3;NL11_5_3;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;waarschijnlijk niet kosteneffectief in SGBP3, omdat de effectiviteit een vraagteken is?;;SGBP3;;;;9.5;21.4;25;0;ja;nee;waarschijnlijk niet kosteneffectief in SGBP3, omdat de effectiviteit een vraagteken is?;;;0;% van overig ongeschikt;;paleobotanisch onderzoek;0;Loenderveenoost;2027;LM_20190916;Vecht;;;
