koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Initiatiefnemer.waternet;EUFonds.code;Kosten;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen GtH;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast
412;;NL11;NL11_3_6;Spiegelplas;;Afkoppelen van Blijkpolder en stedelijk gebied;SGBP3 2021-2027;2021-2027;Er komt 5x zoveel fosfor uit het stedelijk gebied dan er wordt ingelaten: door bladval, foutaansluitingen, hondenpoep. Fase 1: Er zijn bronmaatregelen mogelijk door gemeente. In tweede fase heeft afkoppelen stedelijk gebied, samen met stedelijk gebied uit de Horn- en Kuyerpolder richting Vecht de voorkeur. ;IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;ACTIE GE: schatting HKP dijksloot en gemaal direct op Vecht is kostenraming van;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;Gemeente Wijde meren;SGBP3;;;ESF1;0.1;mg/m2/dag;Stroom, 2017;0;2027;NL11_3_6;LM_20190916
413;;NL11;NL11_3_6;Spiegelplas;;Afkoppelen van de Spiegelpolder;SGBP3 2021-2027;niet;Deze wordt niet uitgevoerd, maar is vervangen door Omleiden via defosfatering.;IM12;WB;;1;n;j;;Geen;Geen;;0;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;vervangen: effectiever alternatief;geen;WGP NVP;;;ESF1;0;mg/m2/dag;Stroom, 2017;0;nvt;NL11_3_6;LM_20190916
414;;NL11;NL11_3_6;Spiegelplas;;Defosfateren van het inlaatwater;SGBP3 2021-2027;2021-2027;Deze wordt gedefosfateerd;IM12;WB;;9;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;1400000;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;in uitvoering;geen;WGP NVP;;;ESF1;0.15;mg/m2/dag;;0;2027;NL11_3_6;LM_20190916
417;;NL11;NL11_3_6;Spiegelplas;;Ganzen structureel beheren door populatiebeperking;SGBP3 2021-2027;2021-2027;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;BE08;MW;;;n;;;Provincie;Provincie Utrecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Ganzen beheren;;bestuurlijke keuze provincie;Natuurmonumenten;;SGBP3;;ESF6;1;1/0;;0;2027;NL11_3_6;GH_20191205
419;;NL11;NL11_3_6;Spiegelplas;;Intensivering van rietbeheer langs de oevers van alle plassen Natuurmonumenten;SGBP3 2021-2027;2021-2027;Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd. Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.;IN18;MW;;;n;;;Geen overheid;Natuurmonumenten;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;afweging financiele bijdrage: bestuurlijke keuze;;financiele dekking?;financiele dekking?;;ESF4, ESF1;25;% van bebost;;0;2027;NL11_3_6;
421;;NL11;NL11_3_6;Spiegelplas;;Lozingen uit ongerioleerde panden opheffen;SGBP3 2021-2027;2021-2027;Langs het Googhpad staan nog enkele ongerioleerde woningen. Het is belangrijk deze woningen aan te sluiten op de riolering of het afvalwater te transporteren naar het milieuservicepunt (zie maatregel SBP-6 in WGP NVP 2019).;IM04;WB;;;ha;;;Gemeente;Gemeente Wijdemeren;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;afweging financiele bijdrage: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;;GRP?;;ESF1;0;mg/m2/dag;;0;2027;NL11_3_6;
424;;NL11;NL11_3_6;Spiegelplas;;Milieuservicepunt inrichten voor pleziervaart;SGBP3 2021-2027;2021-2027;Deze maatregel moet ongezuiverde lozingen vanuit de recreatievaart voorkomen. Controle op lozingen vanuit de recreatievaart is ook gewenst.;S06;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;actie GE;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;bestuurlijk vastgesteld;?;WGP NVP;;;ESF1;;;;0;2027;NL11_3_6;LM_20190916
425;;NL11;NL11_3_6;Spiegelplas;;Omleiden waterstromen: Afvoer van water uit de Spiegelpolder loopt via de defosfatering;SGBP3 2021-2027;2021-2027;;IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;193000;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;in uitvoering;geen;WGP NVP;;;ESF1;0.14;mg/m2/dag;Stroom, 2017;0;2027;NL11_3_6;LM_20190916
535;;NL11;NL11_3_6;Spiegelplas;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;SGBP3 2021-2027;2021-2027;"Deze maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit de Spiegelpolder naar de plas afwateren (al dan niet via een zuivering). De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uit gegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10 % af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;investeringen in groen-blauwe diensten 700 k€/jaar, ‘Waterdiepte op Maat’ met jaarbudget van 700 k€ vanaf 2021.;NL_HAB_95|NL_VOG_95;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;bestuurlijk vastgesteld;DAW, agrarische collectieven;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;0;mg/m2/dag;NMI, 2019;0;2027;NL11_3_6;LM_20190916
420;;NL11;NL11_3_6;Spiegelplas;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud van watergangen;SGBP3 2021-2027;2021-2027;De KEUR zou gebiedsspecifiek moeten toelaten dat watergangen minder frequent of niet worden geschoond, om flora en fauna te sparen in poldersloten of om verlanding toe te laten in natuurgebieden. De invulling hiervan wordt uitgewerkt in het beheer en onderhoudsprogramma van AGV. Bij vervangen van beschoeiing moet vegetatie zoveel mogelijk worden gespaard.;S06;MA;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;;;;;Macrofauna_Overige Waterflora_Vis;0;1;0;0;0;0;;;voor planadvies, jurist, verwerken KEUR;Instrumentele maatregel;;bestuurlijk vastgesteld;Gemeente Wijde meren, Provincie Noord-Holland;Beheer en onderhoudsprogramma;;;ESF4, ESF6;1;1/0;;0;2027;NL11_3_6;GH_20191205
426;;NL11;NL11_3_6;Spiegelplas;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor Spiegelplas;SGBP3 2021-2027;2021-2027;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan.;S06;MW;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;voor handhaving, jurist, verwerken KEUR;Instrumentele maatregel;;aanpassen beleid KEUR: bestuurlijke keuze;Natuurmonumenten;SGBP3;;;ESF1, ESF2, ESF6, ESF7;1;n;;0;2027;NL11_3_6;
67;71381;NL11;NL11_6_1;Ster en Zodden;NL11_0146;Instellen polderdoorstroomprincipe, baggermaatregelen;SGBP1 2009-2015;2009-2015;Het betreft alle baggermaatregelen die de terreinbeheerder in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoeren. Deze maatregel heeft ook invloed op ESF3, productiviteit waterbodem.;BE04;WB;;12000;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=2647000.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;12000;0;0;;;;Baggeren;;gefaseerd;Waterschap Amstel Gooi en Vecht;;;;ESF1, ESF3;0;% van overig ongeschikt;;1;nvt;NL11_6_1;LM_20190916
68;71306;NL11;NL11_6_1;Ster en Zodden;90922;Instellen polderdoorstroomprincipe, waterbeheermaatregelen;SGBP1 2009-2015;2009-2015;Het betreft alle waterbeheer- en inrichtingsmaatregelen die het waterschap in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoerenVoorbeelden van maatregelen zijn:- Aanleggen duikers, stuwen- Graven nieuwe watergangen ;IN02;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1246000.00;NL_VOG_95;;KTM7;;Macrofauna_Overige Waterflora;0;0;1;0;0;0;;;;Kwel herstellen;Deze maatregel is uitgevoerd, maar in SGBP gefaseerd. Is er iets uitgevoerd? Gaat het hier alleen over het Vuntus/ Kromme radegebied?;uitgevoerd;Natuurmonumenten;;;;ESF1;0;#N/B;;1;2016;NL11_6_1;LM_20190916
69;71380;NL11;NL11_6_1;Ster en Zodden;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS en SUBMERS;;uitgevoerd;geen;;;;ESF4;0;1/0;;1;2016;NL11_6_1;LM_20190916
70;71328;NL11;NL11_6_1;Ster en Zodden;91055;Instellen polderdoorstroomprincipe, beheer- en inrichtingsmaatregelen;SGBP1 2009-2015;2009-2015;Het betreft alle beheer- en inrichtingsmaatregelen die de terreinbeheerder in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoeren, waaronder het gebiedsproject VuntusVoorbeelden van maatregelen zijn:- Uitgraven petgaten- Verwijderen boom- en groenopslag- PlaggenDe uitvoering van de maatregelen gaat gebeuren in het kader van het LIFE-subsidiecontract met de EU.De uitvoering van de maatregelen loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018;IN20;WB;;1;n;j;;Geen overheid;Natuurmonumenten;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1803000.00;NL_VOG_95;;NL_KTM6A;;;0;0;0;1;0;0;;;;Open landschap herstellen;;gefaseerd;;;;;ESF1;0;#N/B;;1;nvt;NL11_6_1;LM_20190916
72;76574;NL11;NL11_6_1;Ster en Zodden;ST-x;Beperken fosfaatbelasting ism polder doorstroomprincipe ;SGBP2 2015-2021;2015-2021;Het gaat om upflow fosfaatfilters in de Ster, Weersloot en Tomin-stuw. Alleen de filter bij de Tomin-stuw heeft invloed op de fosforbelasting van dit waterlichaam. De overige twee installaties hebben vooral effect op Loosdrecht. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid omdat macrionen uit kwelwater beter benut kunnen worden.;IM12;WB;;3;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;NL_KTM2A;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;3;0;0;;;;P-belasting verlagen;;gefaseerd;Natuurmonumenten;;;;ESF1, ESF4;1.65;mg/m2/dag;;1;2020;NL11_6_1;LM_20190916
73;76509;NL11;NL11_6_1;Ster en Zodden;90922;Instellen polderdoorstroomprincipe, waterbeheer- en inrichtingsmaatregelen;SGBP2 2015-2021;2015-2021;Omleiden waterstromen om macroionen vast te houden in het gebied. Aanscherping stromingsroute weerslootgebied tov het projectplan dat er ligt zodat kwelwater ook door (nieuw gegraven) petgaten stroomt.;IN02;WB;;2;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;KTM7;;Macrofauna_Overige Waterflora;0;0;0;2;0;0;;;;Kwel herstellen;;gefaseerd;Natuurmonumenten;;;;ESF4;;;;1;2020;NL11_6_1;LM_20190916
84;76541;NL11;NL11_6_1;Ster en Zodden;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;in uitvoering;DAW, agrarische collectieven, studieclubs, bedrijven;;;;ESF1;0;mg/m2/dag;NMI, 2019;1;2021;NL11_6_1;LM_20190916
389;76555;NL11;NL11_6_1;Ster en Zodden;L-X;Onderzoek drinkwaterwinning Loosdrecht;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Loosdrechtse Plassen en Ster en Zodden.  ;S01;MW;;1;n;j;;Provincie;Provincie Noord-Holland;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;NL_KTM2A;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;Onderzoek;;uitgevoerd;Natuurmonumenten;;;;ESF1;0;nvt;;1;2021;NL11_6_1;LM_20190916
390;76520;NL11;NL11_6_1;Ster en Zodden;91055;Instellen polderdoorstroomprincipe, beheer- en inrichtingsmaatregelen;SGBP2 2015-2021;2015-2021;Het betreft alle beheer- en inrichtingsmaatregelen die de terreinbeheerder in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoeren. Deelgebieden zijn: Vuntus, Ster, Weerslootgebied en KerkelandenVoorbeelden van maatregelen zijn: (C11)- Uitgraven petgaten- Verwijderen boom- en groenopslag- PlaggenDe uitvoering van de maatregelen gaat gebeuren in het kader van het LIFE-subsidiecontract met de EU.De uitvoering van de maatregelen loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018;IN20;WB;;1;n;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;NL_KTM6A;;;0;0;1;0;0;0;;;;Open landschap herstellen;;uitgevoerd;;;;;ESF1;?;#N/B;;1;2021;NL11_6_1;LM_20190916
391;76561;NL11;NL11_6_1;Ster en Zodden;NL11_0146;Instellen polderdoorstroomprincipe, baggermaatregelen;SGBP2 2015-2021;2015-2021;Het betreft alle baggermaatregelen die de terreinbeheerder in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoeren.;BE04;WB;;12000;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;9169;0;0;2831;;;;Baggeren;;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;ESF3;0;% van overig ongeschikt;;1;2020;NL11_6_1;LM_20190916
639;;NL11;NL11_6_1;Ster en Zodden;;Kleinere maximumhoeveelheid toestaan voor het onttrekken en lozen van water aan of op oppervlaktewateren;SGBP3 2021-2027;2021-2027;Zonder vergunning of melding maximaal 500 m³ (500.000 liter) water per uur uit boezemwater halen. Dit zijn rivieren of kanalen die hoger liggen dan het land achter de dijk. Voor wateren zoals grachten en ander water in de stad geldt een maximum van 120 m³ per uur. Nabij (in hetzelfde peilvak) diepe plassen en kleine ondiepe plassen willen we ontrekkingen zoveel mogelijk voorkomen, door een altervnatieve locatie te zoeken in een ander peilvak. Kan het niet anders dan is een maximum van 20 m³ per uur (dit is nog steeds een vergelijkbare hoeveelheid als het inlaatdebiet van b.v. de Gaasperplas) toegestaan.;G04;MW;;;-;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Instrumentele maatregel;niet meegenomen in doelafleiding;aanpassen beleid KEUR: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;;LM_20200318
427;;NL11;NL11_6_1;Ster en Zodden;;Beperken fosfaatbelasting in Ster en Zodden (achterland van Loosdrecht);SGBP3 2021-2027;2021-2027;Door te stoppen met bemesten op NNN gronden, aankoop  nieuwe NNN. Door te plaggen en overige maatregelen die percelen uit kunnen mijnen.;IM12;MW;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;bestuurlijke keuze provincie;Waterschap Amstel Gooi en vecht;;Herinrichtingsplan;Lennaart Lamers;ESF1;0.23;mg/m2/dag;;0;2027;NL11_6_1;
437;;NL11;NL11_6_1;Ster en Zodden;;Beperken fosforbelasting vanuit lintbebouwing Oud Loosdrechtsedijk;SGBP3 2021-2027;2021-2027;Het is niet duidelijk of de lintbebouwing bijdraagt aan de fosforbelasting. Het opsporen en voorkomen van foutaansluitingen is gewenst.;IM12;WB;;;n;;;Onbekend;Gemeente Wijdemeren;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;Reductie zou op 10% van verhard worden geschat, dit zit verborgen in de doorstroom vanuit de Ster maar deze zit niet als aparte post in de balans. In de balans van geheel polder Muyenveld heeft verhard een belasting van 0.09. Als ik de hoeveelheid P van verhard oppervlak toeken aan het wateroppervlak van Ster en Zodden dan kom ik op 1mg/m2/dag. Dit corrigeer ik nog voor het oppervlak dat afstroomt naar ster en zodden (= 80% van verhard). Dus 0.8. ;afweging financiele bijdrage: bestuurlijke keuze;Waterschap Amstel Gooi en vecht;?;?;Winnie Rip;ESF1;0.08;mg/m2/dag;;0;2027;NL11_6_1;LM_20200124
440;;NL11;NL11_6_1;Ster en Zodden;;Ganzen structureel beheren door populatiebeperking;SGBP3 2021-2027;2021-2027;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;BE08;MW;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Ganzen beheren;;bestuurlijke keuze provincie;Natuurmonumenten;;SGBP3;;ESF6;1;1/0;;0;2027;NL11_6_1;LM_2020
442;;NL11;NL11_6_1;Ster en Zodden;;Inrichtingsmaatregel om successie richting meer open water te creëren en gewenste verlandingsvegetatie te stimuleren in het Weerslootgebied (EAG 13);SGBP3 2021-2027;2021-2027;Er is in de loop der jaren steeds meer verland (en steeds meer verbosde stukken aanwezig), bepaalde sloten zijn vrij ondiep en in het verleden zijn wateren soms gedempt. Om alle stadia van successie terug te krijgen in het gebied kunnen nieuwe petgaten worden gegraven, waarbij locaties waar waardevolle verlandingsvegetatie is ontstaan juist met rust worden gelaten (geen schouw, geen maai of baggerbeheer). Wat wordt de omvang? 4 km? En willen we dit ook in EAG 15? Vraag is leidt verlanding tot voldoende natuurwaarden?;IN18;WB;;;n;;;Onbekend;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Areaal nieuw;;bestuurlijke keuze provincie;Natuurmonumenten;;SGBP3;;ESF4, ESF1;4;km;;0;2027;NL11_6_1;LM_20190916
