DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;afweging;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Kosten;interneKosten;beheerEnOnderhoudsKosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;Effect verwacht vanaf;aangepast;gebiedsteam;Kwaliteitselementen;
71337;NL11;91072;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 4;Biomanipulatie vis;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE01;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).De maatregel vormt één pakket met de andere drie maatregelen van fase 0 in dit gebied.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;230;ha;n;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=75000.00;;;0;0;230;0;0;0;ESF1;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 0 - effect 4NL11_5_3
71338;NL11;91073;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 1;Biomanipulatie vis;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE01;Het gaat om het toepassen van actief biologisch beheer (visstand monitoren en vis wegvangen).Dit is de voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;230;ha;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=12000.00;;;0;0;230;0;0;0;ESF1;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 1NL11_5_3
71334;NL11;91068;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 1;Open landschap herstellen;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Het gaat om het beheer van 500 meter legakkers door het jaarlijks verwijderen van nieuwe boom- en groenopslag. maaien, e.d.De maatregel is een voortzetting van de maatregel uit de periode 2007-2009;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;0.5;km;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0.5;0;0;0;ESF4;0;% van bebost;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 1NL11_5_3
71299;NL11;90170;Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 2;Oeverstructuur verbeteren;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN13;Het gaat om het aanvullend aanleggen van extra hectares vooroevers om zo een natuurlijke oevervegetatie (riet) tot ontwikkeling te laten komen.De maatregel is een voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd. ;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;0.1;ha;j;Gemeente Amsterdam;;;;Investering per planperiode=73100.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0.1;0;0;0;ESF4;0;% van overig ongeschikt;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren herstelmaatregelen Loenderveen-Oost, fase 2 - effect 2NL11_5_3
71339;NL11;91074;Uitvoeren waterbeheermaatregelen Loenderveen-Oost;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN14;Het gaat om het aanpassen van de stuw aan de Lambertszkade en het instellen van flexpeil sinds 2011.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Investering per planperiode=73000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0;mg/m2/dag;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren waterbeheermaatregelen Loenderveen-OostNL11_5_3
76535;NL11;AMS-x;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;;SGBP2 2015-2021;2015-2021;in uitvoering;BE08;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Terra Nova, Loenderveen-Oost en Waterleidingplas. ;MW;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;j;Gemeente Amsterdam;;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;0;0;0;0;ESF4;1;1/0;;;1;2021;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP2 2015-2021Beperken juveniele ganzen  (voortzetting)NL11_5_3
;;;Baggeren van slibdepots;Baggeren;;SGBP3 2021-2027;2021-2027;waarschijnlijk niet kosteneffectief in SGBP3, omdat de effectiviteit een vraagteken is?;IM12;Er liggen slibdepots met eutrofe bagger uit de voedselrijke periode van Loederveen.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;SGBP3;;;;;0;0;0;0;0;0;ESF1;0;% van overig ongeschikt;;paleobotanisch onderzoek;0;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Baggeren van slibdepotsNL11_5_3
;NL11;0;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Terra Nova, Loenderveen-Oost en Waterleidingplas. ;MW;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;j;Gemeente Amsterdam;;;SGBP3;;;;0;0;0;0;0;0;ESF4;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Beperken juveniele ganzen  (voortzetting)NL11_5_3
;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;j;Provincie Noord-Holland;;;SGBP3;;;;0;0;0;0;0;0;ESF4;1;ja/nee;;;0;2027;GtH20191210;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Ganzen beheren, structureel door populatiebeperkingNL11_5_3
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_3;Loenderveen Oost;NL11_5_3;;;;Waterschap Amstel Gooi en Vecht;Gemeente Wijdemeren, Provincie Noord-Holland;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_3
;;;Verkorten verblijftijd: vergroten draagkracht en vergroten 'belasting' met macroionen als calcium en bicarbonaat.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IN03;Het water uit de Bethunepolder wordt via de defosfatering van de Waterleidingplas naar Loenderveen en Loosdrecht gebracht.;WB;NL11_5_3;Loenderveen Oost;NL11_5_3;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;Gebiedsakkoord NVP;;;;;0;0;0;0;0;0;ESF1;0.002;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Verkorten verblijftijd: vergroten draagkracht en vergroten 'belasting' met macroionen als calcium en bicarbonaat.NL11_5_3
;;;IJzersuppletie;P-belasting verlagen;;Niet opgenomen in SGBP;2010-2011;uitgevoerd;BR10;;WB;NL11_5_4;Terra Nova;NL11_5_4;1;n;?;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;vastgesteld;;;;;0;0;1;0;0;0;ESF1;0;mg/m2/dag;;;0;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;Niet opgenomen in SGBPIJzersuppletieNL11_5_4
71341;NL11;91076;Beperken juveniele ganzen door eieren rapen;Ganzen beheren;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE08;Het betreft het rapen van eieren om de graas door ganzen en daarmee de belasting van het milieu in het gebied te beperken.Dit is een voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;MW;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Gemeente Amsterdam;;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=3000.00;;;0;0;1;0;0;0;ESF6;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Beperken juveniele ganzen door eieren rapenNL11_5_4
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_5_4;Terra Nova;NL11_5_4;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_5_4
71331;NL11;91063;Uitvoeren actief biologisch beheer;Biomanipulatie vis;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE01;Het gaat visstandsbemonstering als ook het wegvangen van vis;WB;NL11_5_4;Terra Nova;NL11_5_4;85;ha;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=12000.00;;;0;0;85;0;0;0;ESF1;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren actief biologisch beheerNL11_5_4
71330;NL11;91062;Uitvoeren herstel- en inrichtingsmaatregelen Terra Nova (autonoom);Niet relevant;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE08;Het gaat om één pakket van de volgende deelmaatregelen:- Toepassen actief biologisch beheer (visstand monitoren en vis wegvangen, 85 ha)- Aanleggen 3,5 kilometer vooroevers inclusief het kappen van bomen als legakkerherstel- Het kappen van bomen langs 2,0 kilometer bestaande vooroevers- Het jaarlijks verwijderen van boom- en groenopslag- Het verwijderen van kroos en drijflagen (1 ha);WB;NL11_5_4;Terra Nova;NL11_5_4;5;n;n;Gemeente Amsterdam;;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=550000.00;;;0;0;5;0;0;0;ESF4;0;nvt;;;1;2016;LM_20190916;Vecht;0;SGBP1 2009-2015Uitvoeren herstel- en inrichtingsmaatregelen Terra Nova (autonoom)NL11_5_4
71329;NL11;91059;Uitvoeren legakkerherstel Terra Nova;Oeverstructuur verbeteren;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE06;Het gaat om het legakkerstel van 2 km vooroever in het zuidelijk deel van het gebied en het beheer van 500 m legakkers;WB;NL11_5_4;Terra Nova;NL11_5_4;2.5;km;j;Waterschap Amstel Gooi en Vecht;Gemeente amsterdam;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;2.5;0;0;0;ESF4;0;% van overig ongeschikt;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren legakkerherstel Terra NovaNL11_5_4
71332;NL11;91066;Uitvoeren waterbeheermaatregelen Terra Nova;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN02;"Het betreft het aanleggen van een stuw en het automatiseren van het gemaal onder de noemer ""Waterstromen omleiden/scheiden door peilmaatregelen""";WB;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=292500.00;;;0;0;1;0;0;0;ESF1;0.11;mg/m2/dag;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren waterbeheermaatregelen Terra NovaNL11_5_4
76535;NL11;AMS-x;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;;SGBP2 2015-2021;2015-2021;in uitvoering;BE08;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Terra Nova, Loenderveen-Oost en Waterleidingplas. ;MW;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Gemeente Amsterdam;;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;0;0;0;0;ESF6;1;1/0;;;1;2021;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP2 2015-2021Beperken juveniele ganzen  (voortzetting)NL11_5_4
76564;NL11;NL11_0157;Vispasseerbaar maken van sluizen, gemalen en stuwen - fase 2;Vis;;SGBP2 2015-2021;2015-2021;in uitvoering;IN15;Gemaal Terra Nova is niet veilig voor vis. Hier wordt een 1-zijdige passage mogelijk gemaakt met een visveilige pomp.;MW;NL11_5_4;Terra Nova;NL11_5_4;4;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;1;0;0;0;0;0;ESF5;0;nvt;0;;1;2021;LM_20190916;Vecht;#N/B;SGBP2 2015-2021Vispasseerbaar maken van sluizen, gemalen en stuwen - fase 2NL11_5_4
;;;Afkoppelen westelijk lanbouwgebied;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;BE01;Deze maatregel is alleen noodzakelijk als dit land via de plas afwatert. In de P belasting uit de balans van 2013 is uitspoeling zeer laag: de verwachting is dat deze is onderschat.;WB;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;SGBP3;;ACTIE GE: 5 dammen en 1 lange duiker nodig. Mogelijk ook grotere duikers nodig.;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Afkoppelen westelijk lanbouwgebiedNL11_5_4
;NL11;;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans om tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De gemeente Amsterdam neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Gemeente Amsterdam;;;SGBP3;;;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Beperken juveniele ganzen  (voortzetting)NL11_5_4
;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Provincie Noord-Holland;;;SGBP3;;;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;GH_20191210;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Ganzen beheren, structureel door populatiebeperkingNL11_5_4
;;;IJzersuppletie of bezanden deel 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;BR10;Deel 1 heeft onvoldoende effect gehad en moet eerst geevalueerd. Ook hier geld dat de externe belasting voldoende laag zijn.;WB;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;SGBP3;;Actie Gerard ter Heerdt: obv eerdere fe suppletie schatten;;;0;0;0;0;0;0;ESF1;0.04;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027IJzersuppletie of bezanden deel 2NL11_5_4
;;;Kreeften verwijderen: biomanipulatie;Biomanipulatie vis;;SGBP3 2021-2027;2021-2027;;BE01;Dit is alleen zinvol als de P belasting onder de kritische grens ligt. Deze maatregel heeft ook effect op ESF6, verwijdering.;WB;NL11_5_4;Terra Nova;NL11_5_4;1;n;j;Gemeente Amsterdam;Gemeente Amsterdam;SGBP3;;;;;0;0;0;0;0;0;ESF2, ESF6;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP3 2021-2027Kreeften verwijderen: biomanipulatieNL11_5_4
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_5_4;Terra Nova;NL11_5_4;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_5_4
71381;NL11;NL11_0146;Instellen polderdoorstroomprincipe, baggermaatregelen;Baggeren;;SGBP1 2009-2015;2009-2015;gefaseerd;BE04;Het betreft alle baggermaatregelen die de terreinbeheerder in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoeren. Deze maatregel heeft ook invloed op ESF3, productiviteit waterbodem.;WB;NL11_6_1;Ster en Zodden;NL11_6_1;12000;m3;j;Natuurmonumenten;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=2647000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0;12000;0;0;ESF1, ESF3;0;% van overig ongeschikt;;;1;nvt;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Instellen polderdoorstroomprincipe, baggermaatregelenNL11_6_1
71328;NL11;91055;Instellen polderdoorstroomprincipe, beheer- en inrichtingsmaatregelen;?;Opsplitsen?;SGBP1 2009-2015;2009-2015;gefaseerd;IN20;Het betreft alle beheer- en inrichtingsmaatregelen die de terreinbeheerder in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoeren, waaronder het gebiedsproject VuntusVoorbeelden van maatregelen zijn:- Uitgraven petgaten- Verwijderen boom- en groenopslag- PlaggenDe uitvoering van de maatregelen gaat gebeuren in het kader van het LIFE-subsidiecontract met de EU.De uitvoering van de maatregelen loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018;WB;NL11_6_1;Ster en Zodden;NL11_6_1;1;n;j;Natuurmonumenten;;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1803000.00;;;0;0;0;1;0;0;ESF1;0;#N/B;;;1;nvt;LM_20190916;Vecht;#N/B;SGBP1 2009-2015Instellen polderdoorstroomprincipe, beheer- en inrichtingsmaatregelenNL11_6_1
71306;NL11;90922;Instellen polderdoorstroomprincipe, waterbeheermaatregelen;?;Opsplitsen?;SGBP1 2009-2015;2009-2015;uitgevoerd;IN02;Het betreft alle waterbeheer- en inrichtingsmaatregelen die het waterschap in het kader van gebiedsafspraken met gebiedsactoren in het gebied van Ster en Zodden gaat uitvoerenVoorbeelden van maatregelen zijn:- Aanleggen duikers, stuwen- Graven nieuwe watergangen ;WB;NL11_6_1;Ster en Zodden;NL11_6_1;1;n;j;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1246000.00;;;0;0;1;0;0;0;ESF1;0;#N/B;;;1;2016;LM_20190916;Vecht;#N/B;SGBP1 2009-2015Instellen polderdoorstroomprincipe, waterbeheermaatregelenNL11_6_1
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS en SUBMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_6_1;Ster en Zodden;NL11_6_1;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_6_1
