koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;type;Type 2;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;ToelichtingUitgebreid;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Partij;Initiatiefnemer.waternet;EUFonds.code;Kosten;financieringsbron;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen (deels GtH);gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kostencategorie;afweging;Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;Totale belasting P;betreffend areaal (km of ha);OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast;xxxxx;punten bij invoeren Wkp;oplossing
542;;NL11;NL11_2_2;Vaarten Vechtstreek;;KRW-baggeren in Bussum (in ieder geval de Bussumervaart, mogelijk meer precisiebaggeren voedselrijke watergangen);Voedselrijke waterbodem aanpakken;;Niet opnemen in SGBP3;niet;Er wordt eerst geraamd wat het bezanden van het water kost, voordat er een beslissing wordt gemaakt over baggeren. Er zou eerst een gemeenschappelijke model van water en stofstromen moeten komen, en meer monitoring van vegetatie. Uit deze monitoring en analyse moet blijken of de externe belasting voldoende laag is voor ecologisch herstel. Als dit niet zo is heeft baggeren weinig zin. De Bussumervaart en het mouwtje worden (waarschijnlijk) in 2020 gebaggerd tot op grotere diepte dan onderhoudsdiepte: de sliblaag op diepte is hier ook voedselrijk, dus een deel willen we afdekken met zand. Dit is een mooie pilot om te evalueren hoe snel er weer bagger wordt gevormt. De maatregel blijkt echter disproportioneel duur te zijn: Voor een relatief kleine ecologische winst is een maatregel van XX miljoen voorgesteld. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;Er wordt eerst geraamd wat het bezanden van het water kost, voordat er een beslissing wordt gemaakt over baggeren. Er zou eerst een gemeenschappelijke model van water en stofstromen moeten komen, en meer monitoring van vegetatie. Uit deze monitoring en analyse moet blijken of de externe belasting voldoende laag is voor ecologisch herstel. Als dit niet zo is heeft baggeren weinig zin. De Bussumervaart en het mouwtje worden (waarschijnlijk) in 2020 gebaggerd tot op grotere diepte dan onderhoudsdiepte: de sliblaag op diepte is hier ook voedselrijk, dus een deel willen we afdekken met zand. Dit is een mooie pilot om te evalueren hoe snel er weer bagger wordt gevormt. De maatregel blijkt echter disproportioneel duur te zijn: Voor een relatief kleine ecologische winst is een maatregel van XX miljoen voorgesteld. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;BE04;WB;;3;m3;j;;Geen;Niet uitvoeren;Geen;;0;0;;;KTM4 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Baggeren;;Gemeente Gooise Meren;;niet uitvoeren: disproportionele kosten;SGBP3;;;ESF1, ESF3, ESF8;;;0;ha, totaal opp.;;0;nvt;NL11_2_2;LM_20190916;;;
548;;NL11;NL11_2_2;Vaarten Vechtstreek;;Vispasseerbaar maken van sluizen, gemalen en stuwen;NVT;;Niet opnemen in SGBP3;niet;Het is bekend dat de pomp veel schade toebrengt aan migrerende aal. Pomp is in slechte staat en aan vervanging toe (lijst TS) . Daarnaast wordt het kunstwer mogelijk aangepast voor realisatie van een vaarverbinding. Aanleg vispassage kan meeliften met deze werkzaamheden.;Het is bekend dat de pomp veel schade toebrengt aan migrerende aal. Pomp is in slechte staat en aan vervanging toe (lijst TS) . Daarnaast wordt het kunstwer mogelijk aangepast voor realisatie van een vaarverbinding. Aanleg vispassage kan meeliften met deze werkzaamheden.;IN17;WB;;;ha;;n;Geen;Onbekend;Geen;;0;0;;;KTM6 ;;Vis;0;0;0;0;0;0;;;;Vis;;?;;afweging in nota visbeleid: niet effectief voor KRW;;;;ESF5;;;0;n;;0;nvt;NL11_2_2;LM_20191017;;;
74;71300;NL11;NL11_2_2;Vaarten Vechtstreek;90893;Onderzoeken maatregelen Vaarten Vecht (Omkeren waterstromen);Onderzoek;;SGBP1 2009-2015;2009-2015;Het betreft het uitvoeren van drie deelonderzoeken:- Onderzoeken leeftijdsopbouw vispopulatie- Onderzoeken mogelijkheden voor flexibel peilbeheer in de uitlopers van devaarten- Onderzoeken mogelijkheden alternatieve wateraanvoer naar de vaarten ter aanvulling /vervanging van ingelaten IJmeerwater via Stenen Beer;Het betreft het uitvoeren van drie deelonderzoeken:- Onderzoeken leeftijdsopbouw vispopulatie- Onderzoeken mogelijkheden voor flexibel peilbeheer in de uitlopers van devaarten- Onderzoeken mogelijkheden alternatieve wateraanvoer naar de vaarten ter aanvulling /vervanging van ingelaten IJmeerwater via Stenen Beer;S01;WB;;3;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;3;0;0;0;;;;Onderzoek;;geen;;uitgevoerd;;;;ESF1;;;1;n;;1;2016;NL11_2_2;LM_20190916;;;
75;71376;NL11;NL11_2_2;Vaarten Vechtstreek;NL11_0140;Aanleggen natuurvriendelijke oevers bij faunaverbinding Naardermeer - Ankeveense Plassen;Oever aanpassen;;SGBP1 2009-2015;2009-2015;Deze verbinding bestaat uit watergangen. Om als faunaverbinding te functioneren, moeten de oevers natuurvriendelijk ingericht zijn. ;Deze verbinding bestaat uit watergangen. Om als faunaverbinding te functioneren, moeten de oevers natuurvriendelijk ingericht zijn. ;IN07;WB;;2;km;j;;Provincie;uitgevoerd;Provincie Noord-Holland;;0;0;;;;;Macrofauna_Overige Waterflora_Vis;0;0;2;0;0;0;;;;Beschoeiing aanpassen;;geen;;uitgevoerd;;;;ESF4;;;0;km oever;;1;2016;NL11_2_2;LM_20190916;;;
79;71380;NL11;NL11_2_2;Vaarten Vechtstreek;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;km;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS;;geen;;uitgevoerd;;;;ESF4;;;0;km watergang;;1;2016;NL11_2_2;LM_20190916;;;
80;76567;NL11;NL11_2_2;Vaarten Vechtstreek;NL11_0222;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;NVT;;SGBP1 2009-2015;niet;Het gaat om het vispasseerbaar maken van de inlaat Steenen Beer bij Muiden. ;Het gaat om het vispasseerbaar maken van de inlaat Steenen Beer bij Muiden. ;IN15;MW;;2;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;;;KTM5;;Vis;0;0;0;1;0;0;;;;Vis;;geen;;gefaseerd;;;;ESF5;;;0;n;;1;nvt;NL11_2_2;LM_20190916;;;
459;;NL11;NL11_2_8;Bovenkerkerpolder;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 4% reductie van fosforbelasting naar polderwater, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;12.64243976;;0.37;mg/m2/dag;NMI, 2019;1;2027;NL11_2_6;LM_20190916;;;
544;;NL11;NL11_5_7;Breukeleveensche Plas;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit het Ster en Zodden-gebied naar de Breukeleveense Plas afwateren. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit het Ster en Zoddengebied naar Breukeleveen afwateren. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat we als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;NL_HAB_95;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;3.799164261;;0;mg/m2/dag;NMI, 2019;1;2027;NL11_5_1;LM_20190916;;;
266;;NL11;NL11_2_11;Groot Wilnis-Vinkeveen Zuid;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 4% reductie van fosforbelasting naar polderwater, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;4.454552659;;0.09;mg/m2/dag;NMI, 2019;1;2027;NL11_2_3;LM_20190916;;;
537;;NL11;NL11_5_6;Kievitsbuurt;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit het Ster en Zodden-gebied naar Loosdrechtse Plassen en vervolgens de Kievitsbuurt afwateren. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit het Ster en zoddengebied naar Loosdrecht afwateren. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat we als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;NL_HAB_95;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;0.566321871;;0.01;mg/m2/dag;NMI, 2019;1;2027;NL11_5_1;LM_20190916;;;
536;;NL11;NL11_5_5;Loosdrechtse Plas 1 t/m 5;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit het Ster en Zodden-gebied naar Loosdrechtse Plassen afwateren. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam, omdat agrarische percelen uit het Ster en zoddengebied naar Loosdrecht afwateren. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 10% reductie van fosforbelasting uit polderwater. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. Belangrijk is verder dat we als gevolg van de GLP uitgaan van een grotere diepte van sloten (toename van ca 25 cm naar 40 cm). De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;0.566321871;;0.01;mg/m2/dag;NMI, 2019;1;2027;NL11_5_1;LM_20190916;;;
594;;NL11;NL11_8_3;Mijdrechtse Bovenlanden;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 4% reductie van fosforbelasting naar polderwater, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;9.953112003;;0.03;mg/m2/dag;NMI, 2019;1;2027;NL11_8_2;LM_20190916;;;
510;;NL11;NL11_2_9;Noorderlegmeer;GEB-y;Maatregelen in de landbouw om nutriëntenbelasting op de waterlichamen te beperken;Nutriëntenbelasting uit de landbouw beperken;Nutriëntenbelasting uit de landbouw beperken;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer en Waterdiepte op maat. De maatregel is relevant voor dit waterlichaam, omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. Precisiebemesting, bodemverbetering en routemaatregelen (bufferzone) zijn maatregelen die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het best uitvoerbaar en nuttigst zijn. Wij zijn regionaal uitgegaan van de goede landbouwpraktijk (GLP) in 2027. De uitworp uit een landbouwpolder neemt daardoor 10% af, voor een belangrijk deel door een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ;"Deze maatregel is relevant voor dit waterlichaam omdat veel watergangen eigendom zijn van agrariërs en grenzen aan agrarische percelen. De typen maatregelen zijn precisiebemesting, bodemverbetering en routemaatregelen (bufferzone). Hier vallen maatregelen onder die opgenomen zijn in agrarische beheerpakketten, investeringssubsidies maar ook vrijwillige maatregelen. We gaan samen met de landbouw een nieuwe stimuleringsregeling voor bovenwettelijke maatregelen nutriënten faciliteren. Vrijwillige maatregelen worden geagendeerd door een watermakelaar en gepresenteerd in studieclubs. Op https://maatregelen-op-de-kaart.nmi-agro.nl/ kan per perceel worden opgezocht welke maatregelen het meest uitvoerbaar en nuttig zijn. Er wordt daarbij onderscheid gemaakt in maatregelen voor een goede bodem, een duurzame bemesting (precisielandbouw), waterbeheer en end-of-pipe maatregelen.
Deze maatregel leidt tot 4% reductie van fosforbelasting naar polderwater, voor een belangrijk deel als gevolg van een grotere retentie door een grotere waterdiepte (meer slootonderhoud) en een afname van meststofverliezen. ";BR01;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM2 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer, waterdiepte op maat;;;ESF1;20.3503857;;0.62;mg/m2/dag;NMI, 2019;1;2027;NL11_2_6;LM_20190916;;;
